V1,A.S. President,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus,
R_ekW2UYfYGLmCFAV,2,1,"Est tempora cras suspendisse aliquam vel dolor. Felis aliquam, aenean! Dui cursus nonummy. Eros.",3,4,,1,Consequat maecenas ab praesent volutpat tincidunt cras maecenas vestibulum nullam! Risus magnis convallis.,,,1,,,2,,,,,,,3,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Mattis imperdiet magnis et luctus odio pharetra tempor purus per.,2,
R_0defZR4JQMaQNJX,4,1,Sem vestibulum fringilla elementum. Bibendum leo diam! Suscipit sapien iaculis velit.,2,3,,,,,,2,1,Montes etiam scelerisque ac? Accusamus! Magna consequat pharetra dignissim enim sollicitudin scelerisque.,,,2,1,"Proin natoque tempus, metus, diam? Consectetuer facilisi commodo dui integer.",3,,2,1,Phasellus et vitae. Mauris dui atque per urna curabitur. Magna laoreet mauris tempor nunc.,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_emLUl7YZfgTVZY1,2,4,"Phasellus amet faucibus et laoreet est vehicula dictumst augue egestas, etiam scelerisque.",1,3,4,2,"Risus scelerisque sit culpa, lectus volutpat porttitor sollicitudin urna fusce lectus.",1,3,1,3,Culpa! Viverra ridiculus. Dapibus wisi convallis risus metus donec maecenas dapibus.,2,,2,3,Eros tempora metus massa erat porttitor justo interdum sodales mattis.,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aY4wQFRysPydOpT,2,4,Laoreet. Est sed convallis maecenas viverra sit et luctus amet pretium fusce tempor faucibus. Egestas.,3,1,4,2,"A atque, natoque nec fermentum quam porttitor vestibulum porttitor! Blandit. Lectus, porta suspendisse? Tellus rhoncus.",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,"Pretium. Tincidunt eget auctor at fringilla in mauris ac dui, purus etiam.",1,,,11,,,6,4,,12,10,9,,,,,,8,2,,,,,,,5,1,,,7,,,3,13,Cras? Gravida? Praesent? Eros quam sagittis consequat gravida sagittis justo arcu fusce odio.,,,,,,,,,,,,,,
R_eCHOnKWWZJdD0ln,1,2,Ligula iaculis. Elit rhoncus. Tortor nonummy. Dolor nunc duis mi praesent.,4,3,,,,,,1,,,,,,3,Etiam pede? Placerat pede viverra mi. Convallis nibh! Ipsum mi imperdiet auctor.,2,1,,,,2,1,3,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Rg4HEVRV7jdjLf,3,1,Pede luctus potenti! Placerat porta! Amet urna phasellus. Elit dui.,2,4,,,,,1,4,3,"Pellentesque bibendum tempor non quam felis lacus, tempor? Massa viverra viverra. Justo.",1,2,3,1,"Bibendum sagittis malesuada at, sodales tempora quis? Nonummy, auctor in faucibus augue.",,2,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,
R_5zNcxY3gNRR1eKx,3,4,Ab donec culpa tortor montes elit felis magna egestas lacus etiam. Consequat turpis. Imperdiet dolorem.,1,2,2,1,"Fusce cras ultrices, molestie commodo. Fringilla nibh ullamcorper euismod. Dolor, nonummy.",3,4,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6FFQLHGQwefeI3X,2,4,Montes luctus laoreet lorem viverra curabitur consectetuer morbi wisi tempora diam.,3,1,3,1,Sodales pharetra suscipit eu etiam vivamus. Nunc! Risus vivamus cursus pellentesque pellentesque. Quam! Natoque.,,2,2,,,1,3,2,1,Turpis pellentesque interdum luctus porta at temporibus justo dignissim? Facilisis per. Maecenas morbi. Non ut.,3,4,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cYfPjdLvmNLU9tH,3,4,Cursus erat lorem ac? Fusce lectus per malesuada integer dolorem.,2,1,,,,,,,,,,,2,4,Ipsum amet tempus eros odio. Dictumst curabitur vestibulum lacus aliquet molestie.,3,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bgDnKxBZqhWlxVX,1,4,"Volutpat venenatis eleifend blandit luctus elementum urna sagittis etiam proin enim natoque, accumsan.",2,3,3,2,Dictumst! Consequat cursus. Nulla gravida a metus eleifend augue id vehicula.,1,,,,,,1,2,,,1,3,3,2,"Tempor dolorem, eu wisi lorem! Viverra dolor tortor. Eget. Pretium aliquet.",,1,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,4,,5,,7,,,,,,,,6,,,,,2,,,,,,,,,,,,,,,,
R_0udSaFWXABq504l,1,4,Velit. Praesent sapien accusamus blandit vitae. Sit platea mattis eget augue enim.,2,3,2,,,3,1,,,,,1,,,,1,2,,,,,,,,,,,,,,,,,3,1,"Eget potenti convallis nonummy elementum, malesuada orci diam sagittis venenatis potenti magna porta! Sem.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dhDlIC9c9xJKa7b,2,3,Vivamus accusamus! Metus maecenas curabitur amet sodales augue atque velit. Rhoncus turpis at. Nunc.,4,1,1,,,,2,,,,1,2,,,,,,1,,,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0JmhlZvvFS0b7nf,1,4,"Gravida tortor orci! Nonummy proin, wisi sagittis? Mi. Id nonummy magna. Integer tincidunt! Neque.",2,3,1,,,,,,1,Lorem porta platea nonummy viverra ipsum viverra arcu dolor tempora etiam.,3,2,,,,2,1,3,4,Bibendum donec placerat ac faucibus placerat erat? Elementum? Pretium curabitur venenatis mi facilisi tempor leo.,1,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,4,Aenean! Nibh cursus posuere? Atque magnis venenatis. Donec ac ante.,,,,,,,,,,,,,,
R_82rQu2u8Ks8mSEd,4,2,Pede dui integer rutrum lorem magna quis est amet ullamcorper integer.,3,1,,,,1,,,,,,,2,3,Proin natoque est auctor? Tincidunt faucibus nibh eu wisi montes mi elit.,1,,3,,,1,2,,,,,,,,,,,,,2,"Ligula magna. Risus eu consequat, luctus at. Primis. Elementum suspendisse quam tellus vel.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Urna integer. Quis a orci faucibus non mi malesuada morbi platea praesent.,,
R_erEN7zi50892w3H,2,1,Dictumst duis venenatis etiam est curabitur in egestas ante. Accusamus.,4,3,,2,"Posuere pellentesque molestie velit pharetra. Nullam euismod commodo, sollicitudin cras. Donec.",,1,,,,,,1,,,,,,1,Mattis curabitur ut orci interdum eleifend neque integer tempus lectus? Neque a leo mattis.,3,2,,,,,,,,,,,,2,1,Nulla id? Dignissim purus commodo justo felis ante gravida eros. Risus.,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
R_831oFpKUiV1tcjj,4,3,Quis aliquet. Placerat nulla lectus sed aliquam nonummy. Montes. Elit.,1,2,4,1,"Ipsum tortor, pede nec scelerisque bibendum nunc scelerisque ligula porta! Vehicula aliquam tellus augue.",2,3,,,,,,,,,,,3,4,Mi? Pede eu. Pretium augue placerat facilisi accumsan atque pharetra? Curabitur sodales.,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_elYqaWuyjRp5GG9,4,1,"Curabitur. Interdum! Malesuada montes erat commodo, nec quam pretium augue.",2,3,,1,"Primis sapien porta temporibus. Velit tellus ligula sapien, tempus commodo ligula.",,,3,2,Pede? Urna gravida porta? Molestie! Magna sollicitudin justo risus sollicitudin est convallis montes diam.,4,1,,2,"Ullamcorper euismod turpis egestas ipsum ultrices aliquam sed phasellus consectetuer pharetra, imperdiet sagittis suspendisse urna.",3,1,3,4,"Elementum, magna tempus fermentum quam aenean! Integer. Aliquam nonummy sollicitudin.",1,2,,,,,,,,,,,,2,1,"Consectetuer lectus aliquet accumsan! Mattis temporibus temporibus! Auctor! Viverra cras, gravida accumsan. Accumsan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8tUql8ifyE6C3Od,1,4,Ante mi potenti lectus porta vel mauris sed ante. Atque.,3,2,2,3,"Pretium, praesent. Purus. Elementum tempus consequat placerat nunc dapibus. Suscipit. Dui.",1,4,,1,Tempora imperdiet commodo primis morbi augue risus. Lacus aenean. Donec. Aliquam ligula.,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,"Massa accusamus dolor lectus porttitor sit. Tempor. Amet malesuada, velit ab.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,"Vulputate aenean dui felis tincidunt vulputate venenatis consectetuer? Vivamus augue, nonummy! Mi wisi suscipit.",1,
R_5dmLs8IG229lBaZ,3,4,Euismod luctus purus sollicitudin maecenas sollicitudin posuere cras vulputate! Magnis. Euismod.,2,1,,,,,1,1,,,,,,2,Leo mattis amet faucibus dictumst. Aliquam? Accusamus justo laoreet sollicitudin pretium donec etiam luctus.,,1,,1,"Temporibus metus blandit, consectetuer leo convallis nonummy vulputate. Sodales aliquet pede sed.",2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Nec magnis porttitor? Scelerisque. Ultricies massa! Viverra in sem sapien.,2,
R_5aJaTe4l0v73Wap,4,1,Auctor dui aliquam non posuere quis lorem sed donec posuere. Lacus.,2,3,3,4,Lorem euismod suspendisse convallis! Diam natoque pharetra nullam sagittis aliquam. Orci.,1,2,,,,1,,2,,,,1,,,,1,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eSf34RluyKi0Zzn,1,3,Ac sapien nullam non id phasellus faucibus sapien! Volutpat! Blandit? A! Proin. Duis egestas.,4,2,,1,Elementum. Pellentesque? Odio proin iaculis id porttitor mauris malesuada erat placerat leo purus eu.,,2,,3,"Ipsum, consequat ut dolorem molestie sodales at mauris tempora scelerisque eros blandit! Ipsum.",2,1,3,2,"Nonummy, proin fusce dapibus bibendum maecenas suscipit suscipit phasellus dignissim! Lacus ullamcorper praesent lacus blandit.",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,
R_0oBdYcevah9Ahs9,2,1,"Montes nec massa. Porttitor, vivamus sit dignissim felis elementum! Vulputate sagittis vehicula primis in.",3,4,,1,"Consequat diam justo sodales dolorem amet temporibus praesent, nec, faucibus.",,,,,,,,2,3,Euismod nibh aliquet pretium wisi tempora culpa nullam. Etiam! Temporibus ipsum? Tortor rutrum.,,1,1,2,"Elit ridiculus platea sagittis vulputate temporibus, lorem! Risus proin mi! Dapibus.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Accumsan eros urna. Dui morbi metus pede porta! Suscipit? Commodo eget tincidunt! Ullamcorper rhoncus lacus.,,
R_0eSrVySVALgQWDb,4,3,Nec lacus! Bibendum sodales gravida aliquam? Posuere purus tincidunt eleifend ut aliquam malesuada suscipit enim.,1,2,,2,"Blandit ut proin fringilla integer, imperdiet venenatis eget. Curabitur augue vitae elementum quis.",1,,2,1,Sagittis convallis velit amet suscipit. Donec commodo aenean mi? Pede quis.,,,,2,"Metus eros praesent temporibus leo luctus. Molestie faucibus leo iaculis felis molestie dolor arcu, urna.",1,,,1,Cursus dictumst culpa aenean nullam per ultrices? Eros atque iaculis. Pharetra.,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0xO4Uxtu0LwRIpL,1,2,"Integer egestas vehicula elementum, interdum, ipsum posuere facilisis placerat dignissim etiam molestie augue ultrices pharetra.",3,4,,,,1,,,1,Lorem faucibus integer sodales. Cras! Per ligula tortor tempora proin non aliquet. Proin nulla vel.,,2,,,,,,2,,,1,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2lduVYBIuXnmbm5,3,4,"Ac nec fringilla placerat felis. Vulputate? Viverra ligula primis placerat. Malesuada, sapien, aliquet metus.",1,2,,2,Aliquet vulputate ultrices. Viverra fermentum eleifend. Orci elit dui interdum laoreet aliquet.,,1,2,,,1,,2,1,Euismod diam phasellus dignissim ultrices posuere sollicitudin porta. Ullamcorper placerat tortor velit! Aenean montes.,,,1,3,Ultricies? Lorem bibendum urna facilisi augue suscipit turpis a cursus.,2,,,,,,,,,1,2,Nibh et. Accumsan est accusamus in aliquam donec arcu vehicula? Eros aliquet.,3,,,,,,,8,,,,,2,,,4,1,,,,11,,,3,,10,7,5,,,12,,,,6,,9,,,,,,,,,,,,,,,,
R_2n5SpGDaNMFQbFr,3,1,Ultricies gravida quam! Ligula sagittis gravida sit scelerisque mauris consequat fusce imperdiet.,2,4,1,2,"Molestie, leo! Tempora ab erat non sagittis et. Orci proin erat! Phasellus convallis ligula lacus.",,,1,,,3,2,1,,,,,2,,,1,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Imperdiet! Ab per atque quam dictumst aliquam montes nec viverra orci ante ut rhoncus.,,
R_bsCfgQU6s808Ikt,1,3,Aliquet. Rutrum vel scelerisque nulla leo! Lacus nulla metus placerat.,4,2,2,,,1,,,,,,,,,,,1,3,2,"Lorem magna gravida ab ultricies? Faucibus enim. Elit ullamcorper, sollicitudin magna! Vivamus neque.",1,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_0SNw5zonfW7bggJ,1,2,"Vel. Dolorem id vehicula lorem augue sodales, sapien cras mauris? Venenatis dolorem at.",3,4,2,3,Sapien odio euismod! Non eleifend egestas! Sem in elit consectetuer tempora auctor.,4,1,,,,,,,,,,,3,1,Ridiculus accumsan dolor ac faucibus egestas. Diam curabitur facilisi. Ipsum.,4,2,,,,,,,,,,,,,,,,,,6,9,,5,4,,,,,,,,,,7,,,,1,,,,,8,,,3,10,,2,,,,,,,,,,,,,,,,
R_01Ttva4fdeoGW5n,3,2,Fringilla convallis. Velit gravida malesuada dolor? Ipsum vivamus atque. Vehicula massa.,4,1,,,,,,,,,,1,1,2,Nonummy convallis ridiculus. Pellentesque fusce rhoncus facilisis. Metus a ut ab.,,,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8BNFODCPJUQM4MR,4,2,Turpis wisi metus nibh arcu dolorem? Purus pellentesque mattis pellentesque primis aenean curabitur vivamus ultrices.,1,3,3,4,Eu culpa dictumst lectus imperdiet. Vivamus quis vestibulum tincidunt arcu ultricies porttitor laoreet pretium.,2,1,3,2,Porttitor pretium ultricies. Et gravida velit? Ullamcorper nunc nec maecenas dolor dui amet cursus.,1,4,,2,"Eros dignissim venenatis phasellus rhoncus lacus magnis auctor, nunc enim tortor.",1,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Sem sodales. Ab elementum culpa eget wisi eget sit in sollicitudin dui culpa.,2,
R_a3jKRcdnyQnLMtD,4,3,"Elit a primis urna quam est ullamcorper enim, porta. Ullamcorper ipsum fusce eros viverra molestie.",2,1,,1,Pede! Urna nibh duis interdum phasellus. Placerat ante porttitor quam aliquet ligula sem integer posuere.,,,,1,Culpa. Iaculis montes et accusamus sodales. Massa amet ut lacus consequat! Maecenas suscipit integer wisi.,,2,,,,,1,3,2,Wisi leo iaculis euismod suscipit cursus? Nibh sollicitudin risus dui accumsan odio.,,1,,,,,,,,1,2,Sem egestas felis quis! Metus commodo rhoncus mattis tempora est nec lorem! Leo metus sagittis.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Id pellentesque egestas sagittis tellus mi! Atque. Elit sapien, consectetuer sem.",,,,,,,,,,,,
R_5Bl00UZDpa0bzvL,4,2,Placerat dolor vulputate orci nunc! Magnis vulputate malesuada nunc lacus fringilla mi? Felis lacus.,3,1,,,,,,,,,1,,,,,1,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4YC0FKRsKadhtPf,1,3,"Orci eu, venenatis aliquam sit luctus pellentesque platea. Lacus scelerisque.",4,2,,1,Purus mattis est eleifend turpis dui tortor dui mattis lectus. Blandit. Montes! Porttitor proin eu.,,,,,,1,,,,,,,2,4,Fringilla ipsum cras eleifend amet potenti metus felis urna dictumst.,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,"Malesuada, blandit gravida tortor viverra ut magna scelerisque! Culpa bibendum.",3,
R_40Lh3y3CXCzXKXb,3,4,Nibh tempor urna accusamus nonummy scelerisque eget augue morbi sapien aliquam natoque.,1,2,3,2,Leo dapibus ut phasellus neque platea dolor pellentesque sollicitudin tempora ullamcorper facilisis scelerisque ullamcorper interdum.,1,4,,,,1,2,2,1,Dignissim sem vehicula nunc. Eget tempus ridiculus magna purus est.,,,,,,1,2,,,,,,,,3,1,"Temporibus porttitor ac suspendisse pede est ultrices maecenas dolor, nunc.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Fringilla velit. Venenatis erat mi faucibus suscipit. Ligula per tellus curabitur dapibus.,3,
R_2fOtAhQtDzzEldr,1,3,Ante? Ab vivamus gravida culpa rhoncus enim elit turpis! Aliquet aliquet vel a.,2,4,,,,,,4,2,Accumsan. Tellus facilisi id. Per nibh cursus justo lacus maecenas eu mi.,1,3,,,,,,,2,Velit. Justo consequat magna laoreet ac ut integer. Tempus magna. A.,1,3,,,,,,,,,,,,,,,1,,,,,,,,,1,,9,4,,,,,,8,,7,,,,,3,5,,,,2,6,,,,,,,,,,,,,,,,,
R_9Tdl95DjF4nL48J,4,3,"Ridiculus? Porta quis pede venenatis. Porttitor pharetra? Dapibus risus, at dui mauris placerat enim massa.",1,2,,,,1,,3,2,"Imperdiet? Arcu interdum, nibh dignissim cursus molestie orci? Est venenatis urna scelerisque.",1,4,,,,1,2,,,,,,,,,,,,,,,,,,2,Atque? Metus gravida interdum volutpat ultrices wisi turpis molestie facilisi iaculis tortor ullamcorper donec.,1,2,,,,,,,,,,,,,4,,,,,5,,,3,,6,,1,,,,,,,,,,,,,,,,,,,,,,
R_8nLKv2kU8Sb6k9D,2,3,"Vitae. Mauris montes leo proin dui volutpat gravida. Viverra sem cras, porta.",4,1,,,,,1,,,,1,,,,,1,,3,2,Nulla aliquam et. Phasellus. Pellentesque! Lacus! Velit vivamus tincidunt enim metus lectus.,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_72KV3ZetOlf2BHD,2,3,"Culpa dapibus curabitur. Nonummy dignissim consectetuer, a porta urna felis.",4,1,,,,1,,1,2,Malesuada ridiculus vivamus urna. Consectetuer ipsum eleifend magna montes facilisis sed sapien sed.,4,3,3,,,2,1,,3,Dolor quis. Tincidunt fusce pellentesque suspendisse. Magnis aenean culpa metus bibendum praesent malesuada. Cursus.,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e3UGRL1txdKPeQJ,2,3,"Ante, quis pretium fermentum vehicula, risus mauris vulputate sagittis elit? Arcu commodo iaculis arcu ullamcorper.",4,1,,1,Molestie eu luctus molestie convallis. Consequat temporibus metus elit posuere duis. Etiam augue dapibus fringilla.,2,,,,,,,,,,1,2,1,2,Aliquet mattis a! Elit nullam tellus suspendisse. Vel dignissim tortor velit.,,,,,,,,,,1,2,"Phasellus per a etiam nunc molestie nec. Dignissim sed. Sodales placerat? Morbi neque, eleifend.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0Th9wN1MtJPIKtT,3,1,"Dictumst eros sodales suscipit, orci, laoreet dolorem orci felis! Sem neque. Dui ullamcorper. Atque.",2,4,,2,Pretium eleifend. Eros platea tempus! Orci atque elementum accumsan tellus morbi.,,1,,,,,,2,4,At dui porta nullam consectetuer dolorem risus porta eros gravida donec montes velit.,1,3,2,,,1,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Non. Aenean proin? Ut ipsum amet accusamus orci dolor tempus rutrum eros nullam ullamcorper.,,
R_a5csJuLc6UHZYOh,2,1,Platea. Amet ut? Vestibulum. Est dictumst. Vestibulum molestie non id. Tempora.,4,3,2,1,Tortor. Aliquet? Viverra id euismod dui vehicula temporibus fermentum gravida.,,,2,4,"Maecenas pharetra! Quis accumsan aliquam, accumsan vel per cursus nunc commodo turpis tempor tincidunt sapien.",3,1,3,1,"Diam, dolor, facilisi metus nibh etiam per tempora? Felis. Dignissim aliquet placerat.",,2,2,1,"Cursus facilisi fermentum porttitor fermentum nec pede lorem? Per a ac, arcu elit vitae fermentum.",,3,,1,Dapibus suspendisse mattis consequat commodo viverra culpa maecenas. Ante cras proin? Ante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_9Fgh54tMWp7dI1f,3,4,"Praesent molestie! Tellus nonummy vitae. Consequat, erat consequat commodo? Integer fermentum convallis.",2,1,,,,,1,,,,,,,1,Natoque accusamus id? Massa urna quis ante urna temporibus commodo.,,,,1,Curabitur augue at id cras cras nullam accumsan pretium velit. Tortor.,2,,,,,,,,,,,,,1,,,,,6,,,,,,11,,,,,,,,,8,,,,5,,3,,7,4,1,,,10,9,,2,Porta. Elit. Fringilla. Molestie vitae vestibulum etiam montes. Felis morbi! Bibendum gravida. Vitae.,,,,,,,,,,,,,,
R_9LUTAyxQLLBCu7X,1,2,Sed enim facilisi primis praesent phasellus nulla. Porta. Gravida morbi lorem.,3,4,1,,,,,2,1,Convallis ullamcorper praesent pede sollicitudin porta amet per velit purus erat quam phasellus ligula. Nulla.,4,3,,,,,,1,,,,,,1,"Leo nonummy. Mi sapien consequat, temporibus ultricies suscipit! Tincidunt lectus atque.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Scelerisque ligula quam pede lectus convallis in? Duis, augue vivamus non tempora.",,2,,,,,,,,,,
R_4USy2qhhb1knL8h,4,1,Nulla mi facilisis. A phasellus est orci sem ultricies orci interdum magna elementum vel.,2,3,,,,1,,,,,,,,,,2,1,,3,Sodales diam est culpa? Rutrum cursus cursus massa lorem bibendum! Dolor sed sem. In tempor.,1,2,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,Sed laoreet ac pretium maecenas ipsum etiam donec a cursus amet consectetuer maecenas justo.,,,,,,,,,,,,,,
R_9B1VQs5sh8rHKp7,3,1,Per mauris. Scelerisque suscipit? Aenean sapien risus vehicula lectus tempora? Lectus luctus non. Imperdiet.,2,4,,,,,,,,,,,,2,"Temporibus urna consequat placerat porta iaculis nec duis, sit! Dignissim.",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Urna. Aliquam vestibulum volutpat vehicula justo vulputate elit nec! Integer. At tempora? Interdum.,,,,1,,,,,,,,
R_eyyzCMhr9mdVkcB,1,3,Vehicula enim in nullam consequat diam accusamus. Arcu dapibus augue nonummy morbi.,4,2,,,,1,,,3,Consectetuer! Vulputate nec velit leo. Magna magna metus molestie vel. Magna vestibulum arcu.,1,2,,,,,,,2,Per! Nonummy eu dignissim viverra faucibus facilisis commodo viverra quam dolor.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eVVwaduZYJeDDdr,3,2,"Donec placerat sem nibh, non potenti. Primis pretium nibh morbi eros aenean per. Consequat facilisi.",1,4,,,,,,,1,"Turpis? Nonummy! Etiam nunc. Morbi ac tempora, massa, pede! Massa risus. Dolor a nulla.",,2,4,2,Convallis! Metus ligula magna nonummy sit mi sodales vehicula diam? Id porttitor nulla urna. Aliquet.,3,1,2,3,Massa. Sem eros interdum aliquam duis sed arcu sapien. Iaculis justo rhoncus felis odio scelerisque.,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
